date,name,info,results
3/Aug/2021,10 on/10 off,big (30ish mm) edges10 seconds on10 seconds offX10 in a row,Done. Super pumped as usual!
3/Aug/2021,Wrist Extension,superset immediately after 10 on/10 offcomfortable weight (RPE 4-5)10 reps/hand,
3/Aug/2021,rice bucket finger extensions,superset immediately after wrist extensioncomfortable intensity (RPE 4-5)20 extensions per hand,
3/Aug/2021,Repeat 3X,Rest 2-3 minutes before beginning 10 on/10 off and working your way back down again. 3 sets total.,
3/Aug/2021,20mm One Arm Hangs,"5 seconds per hand.Rest 1 minute between sets.5 sets.Bodyweight, but take weight off if needed. Let me know how much weight you take off.",Sets 1-2: -25Set 3-5: -30Much harder on left hand because my flapper from 2 weeks ago is tearing again.
3/Aug/2021,Movement: Emulate,"-Watch 2-3 videos of your favorite climbers-What do they do well?-What draws you to their technique or strength?-Why do they inspire you?-Take notes of one thing you can learn from each one. During your session, try to emulate these qualities.","I tried to emulate 2 specific aspects I observed in Jimmy Webb and your climbing. I chose the two of you because you are both bigger and more muscular than typical climbers. This better matches my personal body composition.The first thing I tried to emulate was maintaining tension throughout the entire body. I noticed that great climbers tend to maintain tension through the legs and core much better than I do. I find that, if I feel I'm on good handholds, I'll loosen up in the legs and core which leads to unnecessary motion and therefore slipping. The second was intentionality. I noticed that great climbers are really efficient in moving between optimal body positions. I noticed this especially during dynamic movements. Cutting feet can be inefficient if done unintentionally, but in some circumstances, center-of-mass can be manipulated in a way that can make catching a hold during a dyno or "
2/Aug/2021,Boulder EMOMs (10 minutes),"Every Minute On the Minute.-Choose a boulder just below your flash max-start the timer.-Climb this boulder at the start of each consecutive minute. Your rest time is the time between when you finished the boulder and the new minute begins.-If you fall, don't worry about getting right back on. Take that extra rest and do better the next round.",
2/Aug/2021,Max Pull-Ups: 1-minute,As many as you can do in 1 minute (same as during test week),"23 (8, 6, 7)Bicep pump this time!"
2/Aug/2021,Linked Boulder Circuit,"-Pick 2 sub-max boulders (2-3 grades below flash limit) that are close to one another.-Climb the first, downclimb anything to get to the start of the second, then climb the second boulder.-Rest 2 minutes-3 sets",V4 + V5
2/Aug/2021,Max Pull-Ups: 30 seconds,,16
2/Aug/2021,Projecting,-Set a 10-12 move boulder (some downclimbing is okay) where you can:-send every move 1st try-you're unable to send the whole problem in 30 minutes,
2/Aug/2021,Max Pull-Ups: 10 seconds,finisher,8
1/Aug/2021,Free Exercise or Rest,,REST
31/Jul/2021,Free Exercise or Rest,,"Climbed at LCC for 1.5 hours. Was tired, but did a V7 and a V8, and projected V9/10 again. Got to personal best twice, falling off last move."
30/Jul/2021,Dumbbell Bench Press,"RPE 8-10 reps/hand-move to strict press as ""active rest"" between sets-5 sets",45 per hand
30/Jul/2021,Strict Press,RPE 8 (+/- weight as needed)-Use dumbbells-5 reps per arm-return to dumbbell bench press5 sets,Set 1: 40Sets 2-5: 35Failed on last rep
30/Jul/2021,Back Squat,RPE 8-5 reps-Dumbbell Power Snatch as active recover between sets-5 sets,135 - My legs are so weak 😭
30/Jul/2021,Dumbbell Power Snatch,RPE 6-10 reps per side-return to back squat-5 sets,30
30/Jul/2021,wide push-ups,RPE 8 (+/- weight as needed)-wider than shoulder width-10 reps-move to handstand hold between sets-5 sets,+45 plate
30/Jul/2021,Handstand Hold,Against a wall-set timer-go until failure or until you hit 1 minute-return to wide push ups-5 sets,Set 1-2: 1 minSet 3: 48sSet 4: 38sSet 5: 35s
30/Jul/2021,Repeater Warm-Up,30mm edges-Hang 10-Rest 10-10 reps-rest 2 minutes-3 sets,Fucking puuuumped. Almost failed on last rep
29/Jul/2021,3-5 move campus projecting,Set a 3 to 5 move campus climb. Ideal if:-you can send all the moves in less than 3 tries-you struggle to send or are unable to send the climb in a session30 minutes. (Should translate to 2-3 campus boulders),
29/Jul/2021,On the wall Lock-Offs,"Using good holds, lock off as deep as you can on your right shoulder with just your left foot out and left. Hold for 10 seconds. Switch sides.-3X per side-Rest 1 minute between sets (3 total sets, 6 total lockoffs)",
29/Jul/2021,Board Training,Try 2-3 projects on the spraywall. Make sure you are focusing on these projects and not getting distracted. Take ample breaks. Should last 30-45 minutes.,Tried V9/10 from Monday again (15 min). Very close.Kilterboard @30°: Baby Shyborg (V8)Took 5 triesDong V9 (couldn't do in ~7 tries)
29/Jul/2021,Movement,Choose a climb well within your flash limit-Climb the entire boulder with your ankles turned out (toes pointed out).-Take a full rest-Repeat boulder with ankles turned in (toes pointed in)-Take a full rest-Repeat boulder with ankles forward (big toe straight into the wall)-When is it best to have ankles facing out? In? Straight? Somewhere in between? Why do you think that is?-What does manipulating your ankles do to your knees? Hips?,
28/Jul/2021,Banded Frog,Use dumbbell instead of band. Should be RPE 5-6 (50-60% effort)3 sets10 reps1 minute rest between setsrecord weight used,30
28/Jul/2021,Goblet Squat,RPE 5-6 (50-60% effort)3 sets10 reps1 minute rest between setsrecord weight used,45
28/Jul/2021,Single Leg Glute Bridge,Put base leg up on a bench (easier) or yoga ball (harder)Hold 20 seconds per leg3 sets1 minute rest between sets,Bench. Shaky! My hams are still very sore from my double on Monday. Feels good!
28/Jul/2021,Ring Flies,10 reps3 setsfull recovery between sets,Top of ring at ~hip level1.5 minute rest
28/Jul/2021,Ring Row,Single Arm10 reps/arm3 setsfull recovery between sets,Top of ring at shoulder heightHard!
28/Jul/2021,Ring Hollow Body,30 second hold3 setsfull recovery between sets,Done!
28/Jul/2021,Stretch and Foam Roll,,
27/Jul/2021,10 on/10 off,big (30ish mm) edges10 seconds on10 seconds offX10 in a row,
27/Jul/2021,Wrist Extension,superset immediately after 10 on/10 offcomfortable weight (RPE 4-5)10 reps/hand,
27/Jul/2021,rice bucket finger extensions,superset immediately after wrist extensioncomfortable intensity (RPE 4-5)20 extensions per hand,
27/Jul/2021,Repeat 3X,Rest 2-3 minutes before beginning 10 on/10 off and working your way back down again. 3 sets total.,
27/Jul/2021,Movement: Accuracy,"While you climb, focus on ACCURACY. Where are your eyes when you climb? How does keeping your eye on the target hold the whole way through the movement affect your accacy to the hold?-Climb 3 easy boulders where you really focus on where to grab the holds. Do not adjust your hands or feet once they are first placed.",I try to make a point of watching whatever body part is moving throughout the entire motion. I know that is not always the case though! Fully focusing on keeping my eyes on the hold (whether foot or hand) definitely improves my precision. 
26/Jul/2021,1-min max pull-ups,"As many strict pull-ups as you can do in 1 minute. Resting is okay, but the timer continues to run.",24
26/Jul/2021,On-the-Wall Walk-Throughs,"-Grab two good holds (works best on an overhanging wall)-With your feet as low as possible, walk your feet in small steps from left to right, then back right.-Keep your hips in, core tight-Try to go for 90 seconds straight without stopping or resting.-3 sets, 2 minute rest between sets",Exhausting on the forearms
26/Jul/2021,On-The-Wall Campus,"Campus on good holds for 60-90 seconds straight. You don't need to do huge moves or big lockoffs, just try to keep moving and beat the clock!-3 sets, 2 minute rest between sets",60s/set
26/Jul/2021,2X4,-Pick a climb right at your flash limit.-Climb it 2X in a row.-Rest 2 minutes-4 sets,
25/Jul/2021,Free Exercise or Rest,,Rested!
24/Jul/2021,Free Exercise or Rest,,Rested again!
23/Jul/2021,Overhead Press,5 sets5 reps2 minutes rest between setsRPE 8,Set 1: 95 (10 RPE)Set 2: 75 (5 RPE)Set 3-5: 80 (7 RPE)Will do 85 next time for 8 RPE
23/Jul/2021,Back Squat,"Focus on form. It doesn't need to be perfect, but stick with a light weight and try to get through a wide range of movement.5 sets5 reps2 minutes rest between setsRPE 4",115Included video for form check
23/Jul/2021,Alternating Dumbbell Snatch,Max in 1 minuterecord resultrest 2 minutesX3 (record result each time to see how steep the dropoff is),Sets 1 and 2: 22Set 3: 20
23/Jul/2021,Repeater Warm-Up,30mm edges-Hang 10-Rest 10-10 reps-rest 2 minutes-3 sets,Puuuumped
23/Jul/2021,Open Climb,,Worked an ungraded line for 45 minutes. Overhanging power endurance. Probably V9 or 10.
22/Jul/2021,Boulder Make-Ups,"Make up 3 boulders that have:-4-6 moves-you can flash every move, but...-you can't send it first go-Take a photo of your projects so you can remember for next time!","I'm bad at this! Also, I thought I could see my drafts on the Kilter board app, but it looks like maybe I was mistaken, so made up lines may be gone forever"
22/Jul/2021,Movement,Pick a boulder well within your flash level-Either heel hook or toe hook for each move-Repeat boulder 3 times with ample rest between sets.-When is it easier to heel hook? Toe hook? Why do you think that is?-Repeat exercise on 3 different boulders.,"I am much more proficient in heel hooking than I am at toe hooking, so it's almost always easier for me to heel hook. I'd say toe hooking is more advantageous mainly when pulling in an overhang, especially when the only available foot is flat and perpendicular to the major axis of the body. Toe hooking can also be good for reaching distant holds as it functions well with a straight leg, whereas heel hooking usually needs a bent knee to be most effective.Heel hooking is better for nearly every other situation I can imagine!"
21/Jul/2021,Dumbbell Walking Lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,Set 1: 50lbs/hand (8 RPE)Set 2-5: 40lbs/hand (6-7 RPE)
21/Jul/2021,Handstand Hold Against Wall,Between walking lunge sets. Try to hold for 1-minute. Let me know if you make it!5 sets.,Made it for 1 minutes 4/5 sets. Failed at 50s on 5th set!Wrists feel very sore and tight at the end! Not where my old injuries are though.
21/Jul/2021,Pistol,6-7 RPE5 reps/sidedo next exercise as active rest5 sets,Done! Exhausting.
21/Jul/2021,forearm-to-hand planks,"Start in a forearm plank.push to hands one-at-a-time, then back down to forearms.1-minute.5 sets",Done!
21/Jul/2021,Banded side lunges,6-7 RPE10 reps/sidedo next exercise as active rest5 sets,Done
21/Jul/2021,Bench Dips,6-7 RPE15 reps5 sets*add weight if needed. Place a dumbbell or plate in your lap.,+30
21/Jul/2021,Tuck Jumps,6-7 RPE1 minutedo next exercise as active rest5 sets,Done
21/Jul/2021,Band Pull Aparts,RPE 6-71 minute5 sets,Done!
21/Jul/2021,Stretch and foam roll,,
20/Jul/2021,10 on/10 off,30mm edges10 seconds on10 seconds offX10 in a row,Done! Fairly easy until the very last rep of the last set during which I almost dropped off due to pump.
20/Jul/2021,Wrist Extension,superset immediately after 10 on/10 offcomfortable weight (RPE 4-5)10 reps/hand,15lbs per side
20/Jul/2021,Finger Extensions,Using a heavy rubber band or a rice bucket:20 extensions per hand,"Did not have a rice bucket or heavy rubber band, did finger extensions with arms straight in front of me and wrists 90° (fingers pointing upwards)."
20/Jul/2021,Repeat 3X,Rest 2-3 minutes before beginning 10 on/10 off and working your way back down again. 3 sets total.,Done!
20/Jul/2021,Movement: Toes,"During your climbing session, pay specific attention to your ""toe dig"", the pressure you're putting on your toes in an overhang. How much pressure is enough? Too much? How does twisting your ankle affect your knee position? Hip position?","Climbed for roughly an hour. Worked V7 and V8 for 5 reps, and sent a V9 in 3 tries.I think these are rhetorical questions, but I'm going to answer them anyway: It seems like I need to focus on more toe dig pressure in nearly every case. I naturally over-focus on my arms which sometimes causes me to cut feet due to low pressure toe dig. In some instances, too much toe pressure lifts the center of mass and thus causes inefficient grip positions. I don't think I do this often, but will be more attentive moving forward.Rotating the ankle to the left causes knee to go to the right and hip to go left. "
19/Jul/2021,Boulder EMOMs (10 minutes),"Every Minute On the Minute.-Choose a boulder just below your flash max-start the timer.-Climb this boulder at the start of each consecutive minute. Your rest time is the time between when you finished the boulder and the new minute begins.-If you fall, don't worry about getting right back on. Take that extra rest and do better the next round.",Kilter board @ 25:Robe d'ete (V6) Fell 5/10 times 
19/Jul/2021,Max Pull-Ups: 1-minute,As many as you can do in 1 minute (same as during test week),"21 (6, 6, 5, 4)"
19/Jul/2021,4X4,"Select 4 boulders that are easy for you (2-3 grades below your regular flash level)-do the 1st boulder 4 times in a row with as little rest as possible.-rest 2 minutes-repeat for 2nd, 3rd, and 4th boulders","Kilter board @25:1 - Not as hard as we miss the woodie (V5)2 - Chemise a Fleur (V5)3 - Highgarden (V5), fell on 4th rep4 - Lil Whiskers (V5), fell on 4th rep"
19/Jul/2021,Max Pull-ups: 30 seconds,As many as you can do in 30 seconds,17 - so pumped holy shit
19/Jul/2021,2X2,Select 2 boulders that are a little more challenging for you (around your regular flash level)-do the 1st bouler 2 times in a row with as little rest as possible-rest 2 minutes-repeat for 2nd boulder,Kilter board @ 25°:1 - huge (V6)2 - five foot 0 (V6)
19/Jul/2021,Max Pull-Ups: 10 secnds,As many as you can do in 10 seconds,8
18/Jul/2021,Catch up or Rest,,
16/Jul/2021,Overhead Press,RPE 510 repsSuperset with RDL,(All weights per arm)Sets 1-2: 35Sets 3-4: 30Sets 5-10: 20Sets 11-12: 30
16/Jul/2021,Romanian Deadlift,"RPE 510 repsSuperset with OHP*Complete this superset after each round of bench, then after each round of deadlift (you will complete this superset a total of 12 times)",135
16/Jul/2021,Bench Press,RPE 88 repsmove to OHP/RDL superset6 sets total,Sets 1-3: 135Sets 4-6: 115
16/Jul/2021,Deadlift,RPE 88 repsmove to OHP/RDL superset6 sets total,185
16/Jul/2021,Limit Bouldering,,"Went to Carter Lake. ClimbedFace Wipe - V8 (Took ~10 tries to figure out beta, went fast after).Tried Sloper Chief (V5) and couldn't do it 😭. Skin is very low from volume yesterday but I'm sure it'll toughen up!Too psyched. Went to LCC and tried V9 and V10 for roughly 20 tries. 10 in 2 pieces."
15/Jul/2021,Boulder EMOMs (10 minutes),"Every Minute On the Minute.-Choose a boulder just below your flash max-start the timer.-Climb this boulder at the start of each consecutive minute. Your rest time is the time between when you finished the boulder and the new minute begins.-If you fall, don't worry about getting right back on. Take that extra rest and do better the next round.","10xV5 - Boulder was big holds, big moves which fits my style. Need to try harder boulder or harder style next time. I'm barely pumped."
15/Jul/2021,Max Pull-Ups: 1-minute,As many as you can do in 1 minute (same as during test week),"Rested 1 minute after EMOMs. 23 pullupsSplit pullups into 4 sets (6, 8, 5, 4) maybe made it easier than maxing on initial set during test week."
15/Jul/2021,4X4,"Select 4 boulders that are easy for you (2-3 grades below your regular flash level)-do the 1st boulder 4 times in a row with as little rest as possible.-rest 2 minutes-repeat for 2nd, 3rd, and 4th boulders",On Kilterboard @ 15°:1 - Stab (V5)2 - Autonomous Collective (V5)3 - The Rickshank Redemption (V5)4 - Grunt Style (V5 - WTF is this first move??)
15/Jul/2021,Max Pull-ups: 30 seconds,As many as you can do in 30 seconds,1 min rest after 4x417 pullups
15/Jul/2021,2X2,Select 2 boulders that are a little more challenging for you (around your regular flash level)-do the 1st bouler 2 times in a row with as little rest as possible-rest 2 minutes-repeat for 2nd boulder,On Kilterboard @ 15°:1 - The Shallows (V6)2 - (V6) 
15/Jul/2021,Max Pull-Ups: 10 secnds,As many as you can do in 10 seconds,1 minute rest after 2x27 pullups
14/Jul/2021,Weighted Strict Pronated Pull-Up,-5 Rep Max pull-up.-Weight added with harness-8-9 RPE-record max weight,80lbs x 5
14/Jul/2021,Ring Support Hold,-Record max time held,64 seconds
14/Jul/2021,Max Wide Pinch OTG,-Use a wide pinch (Tension Block outside edge works well).-Deadlift to full lockout.-How much weight can you pick up?-Record weight for both hands,Left 40Right 45Both barely
14/Jul/2021,Max 20mm crimp OTG,Half crimp-Deadlift to full lockout-Record weight for both hands,124 
14/Jul/2021,Open Climb,Your choice,"Flash V5, 6, and 87 2nd try"
12/Jul/2021,On the Wall Climbing,Choose a boulder in an overhang that is well within your flash level. Climb it the whole way through.-Take video and post it in the app so I can analyze your movement-Rest 2 minutes-Repeat on 3 different boulders,
12/Jul/2021,Windshield Wipers,Hanging from bar10 reps/side (bodyweight)3 setsSuperset with Overhead Squat,Done
12/Jul/2021,Overhead Squat,With barbell or dumbbells10 reps at 8 RPE (80% effort)3 setsSuperset with Windshield Wipers,"I couldn't perform this exercise. I did the mobility tests in the following video and determined that lat mobility is the major limiting factor, although my squat form is not great either as I can't maintain an upright trunk throughout the motion. I performed overhead squats with a PVC pipe to try to get the form down. https://www.google.com/search?q=lat+movility+for+overhead+squat&oq=lat+movility+for+overhead+squat&aqs=chrome..69i57j33i10i22i29i30l2.5579j0j9&client=ms-android-google&sourceid=chrome-mobile&ie=UTF-8#EDIT: Rear delt is EXTREMELY sore on 7/13. I think it's from trying to force my shoulders back to achieve proper form in this exercise. "
12/Jul/2021,Hanging Leg Lift,10 reps3 setsSuperset with Walking Lunges,
12/Jul/2021,Walking Lunges,Weighted (RPE 8)10 reps/side3 setssuperset with Hanging Leg Lift,30lbs. Only 8 RPE because of Lincoln Lake yesterday
12/Jul/2021,Open Climb,Your choice,Short day today. Absolutely blasted from LL yesterday. 1xV6 and a bit of falling on other harder lines.
11/Jul/2021,"Catch up, open climb, or Rest",,"Lincoln Lake! Tried Tattooed Teardrops. Made some moves, but it felt hard. First alpine day, zero alpine fitness."
9/Jul/2021,Goblet Squat,RPE 5-6 (50-60% effort)3 sets10 reps1 minute rest between setsrecord weight used,45
9/Jul/2021,Single Leg Glute Bridge,Put base leg up on a bench (easier) or yoga ball (harder)Hold 20 seconds per leg3 sets1 minute rest between sets,Bench. VERY shaky.
9/Jul/2021,Dumbbell Fly,10 reps (RPE 6 or 60% effort)3 setsfull recovery between sets,30
9/Jul/2021,Dumbbell Row,Light weight (RPE 6 or 60% effort)10 reps3 setsfull recovery between sets,40
9/Jul/2021,Ring Support Hold,30 second hold3 setsfull recovery between sets,Done
9/Jul/2021,Stretch and Foam Roll,,Done
8/Jul/2021,20mm deadhang,-Both hands-5 second hold-rest 1 min between hangs-Add weight and work up to an RPE (rate of perceived exertion) of 8-9 (or 80-90% effort). Let's not push it to 100% first thing.You should come to your RPE 8-9 within 6 hangs.-record weight for strength metrics,On 5/25 did 137lbs added on 20mm 7s half-crimp at 155lbs bodyweight.This was 10 RPE
8/Jul/2021,15mm Deadhangs,"-Both hands (no weight added)-start timer-hang as long as you can-rest as long as your hang was (1:1 hang to rest ratio)-again, hang as long as you can (this time you will probably pump out a bit faster)-again, rest as long as your hang was the 2nd time-hang as long as you can for a 3rd time. This time you will probably pump out pretty quick!-record first and last hang times.",Rep 1: 50sRep 3: 23s
8/Jul/2021,Max Dumbbell Overhead Press (5 RM),"-5 rep max-with a dumbbell in each hand.-should take 3-4 sets to work up to top set-record best lift (total weight combined, so if I had a 30 lb dumbell in each hand, total weight would be 60 lbs)",5RM: 120 lbs 
8/Jul/2021,Handstand Hold,"-Start timer-Handstand against wall for as long as possible-DO NOT GO LONGER THAN 1-minute. If you reach 1-minute, come down and rest before handstand push-ups-If you reach 1-minute, after a full rest, do as many handstand push-ups as you can in 1-minute.",1 minute hold + 12 handstand pushups
8/Jul/2021,Open Climb,"Your choice. Project, board climb, or new boulders.",10x V5
7/Jul/2021,Max pull-ups (1-minute),"-bodyweight.-set a 1-minute timer-resting on the ground is okay, but time continues to run!-record results so I can add them to your strength metrics chart",21
7/Jul/2021,Max dips (1-minute),-bodyweight.-on rings or a bar-set a 1-minute timer-resting on the ground is okay but time continues to run!-record results for strength metrics.,36
7/Jul/2021,Max toes to bar (1-minute),"-bodyweight.-while hanging, raise your toes all the way to the bar, then back down to a hanging position. Repeat as many times as possible -set a 1-minute timer-resting on the ground is okay but time continues to run!-record results for strength metrics",16
7/Jul/2021,Max Alternating Dumbbell Snatches (1-minute),-Goal should be 30 lb dumbbells (RX)-1 minute time limit-resting is okay but time continues to run!-record results for strength metrics,13
7/Jul/2021,Open Climb,"Your choice. Project, board climb, or new boulders.",10xV5
